city,district,rooms,rent,address,construct_year,housing_type,on_sale,size
ESPOO,Espoonlahti,2,850.00,Kipparinkatu 4 B,2022,block_of_flats,False,38.00
ESPOO,Vermonniitty,2,924.00,Perilänniitty 3 A,2020,block_of_flats,False,44.50
HELSINKI,Kallio,2,999.00,Alppikatu 3 B,1964,block_of_flats,False,56.00
TAMPERE,Annala,2,681.00,Annalankatu 1 A,1975,block_of_flats,False,50.00
TAMPERE,Hatanpää,2,970.00,Siirtolapuutarhankatu 5 A,2000,block_of_flats,False,56.50
TURKU,Runosmäki,3,841.00,Stoltinkatu 6 D,1975,block_of_flats,False,79.00
PORI,Sampola,1,399.00,Annikintie 20 C,1979,block_of_flats,False,33.00
JYVÄSKYLÄ,Kivistö,2,660.00,Tavintie 9 L,1975,block_of_flats,False,51.00
SAVONLINNA,Nätki,2,560.00,Kaartilantie 15 A,1974,block_of_flats,False,62.00
HELSINKI,Roihuvuori,1,699.00,Roihuvuorentie 20 L,1956,block_of_flats,False,25.50
VANTAA,Kartanonkoski,1,798.00,Lähettilääntie 1 A,2005,block_of_flats,False,31.50
JOENSUU,Niinivaara,2,707.00,Huvilakatu 7 A,1951,block_of_flats,False,43.00
LAHTI,Jalkaranta,2,670.00,Kiikkulankatu 9 B,1971,block_of_flats,False,58.50
VANTAA,Jokiniemi,1,723.00,Maanviljelijänkuja 7 as,2020,block_of_flats,False,27.50
ESPOO,Niittykumpu,3,1462.00,Vuoritontuntie 3 C,2023,block_of_flats,False,70.50
HELSINKI,Pitäjänmäki,1,802.00,Kokkokalliontie 9 J,2014,block_of_flats,False,34.50
HELSINKI,Herttoniemi,2,1114.00,Kerttulinkuja 3 E,1997,block_of_flats,False,61.00
TURKU,Raunistula,1,604.00,Raunistulantie 35 C,2014,block_of_flats,False,30.00
TAMPERE,Lielahti,2,777.00,Rientolankatu 9 A,1977,block_of_flats,False,60.00
HELSINKI,Hakaniemi,1,913.00,Hämeentie 5b A,1989,block_of_flats,False,36.00
VANTAA,Tikkurila,3,1487.00,Kielotie 4-6 A,2017,block_of_flats,False,75.00
HELSINKI,Kruunuvuorenranta,2,1079.00,Gunillantie 22 B,2015,block_of_flats,False,50.50
VANTAA,Kaivoksela,2,922.00,Husbackankuja 6 B,2014,block_of_flats,False,45.00
TAMPERE,Hervanta,1,620.00,Louhoskuja 4 A,2023,block_of_flats,False,29.50
KERAVA,Jaakkola,2,829.00,Palokorvenkatu 9 A,1995,block_of_flats,False,58.50
HELSINKI,Kruunuvuori,3,1235.00,Gunillantie 17 A,,block_of_flats,False,68.00
VANTAA,Hakunila,3,960.00,Kaskelantie 27 A,2020,block_of_flats,False,53.50
JYVÄSKYLÄ,Lutakko,2,760.00,Schaumanin Puistotie 19 A,2001,block_of_flats,False,50.50
LAPPEENRANTA,Keskusta,1,703.00,Valtakatu 41 as,2009,block_of_flats,False,45.50
TURKU,Vähäheikkilä,1,682.00,Vähäheikkiläntie 37 A,2022,block_of_flats,False,32.50
OULU,Limingantulli,1,613.00,Rautatienkatu 78 A,2015,block_of_flats,False,28.50
KUOPIO,Puijonlaakso,3,1192.00,Taivaanpankontie 10 H A,2016,block_of_flats,False,72.50
HELSINKI,Lauttasaari,3,1397.00,Itälahdenkatu 21 C,1985,block_of_flats,False,59.50
HELSINKI,Arabianranta,2,1089.00,Arabiankatu 4 C,2015,block_of_flats,False,46.50
VANTAA,Leinelä,1,775.00,Leinelän puistotie 12 C,2017,block_of_flats,False,34.50
HELSINKI,Vallila,2,1275.00,Aleksis Kiven katu 11 a B,1990,block_of_flats,False,58.00
HELSINKI,Kallio,5,1750.00,Alppikatu 3 A,1964,block_of_flats,False,104.00
HELSINKI,Puistola,3,1050.00,Tapulikaupungintie 13 A,2000,block_of_flats,False,70.00
ESPOO,Espoonlahti,2,875.00,Espoonlahdenkatu 10 as,2022,block_of_flats,False,37.50
KOUVOLA,Eskolanmäki,2,525.00,Sippolankatu 3 B,1975,block_of_flats,False,49.00
TAMPERE,Ranta-Tampella,1,689.00,Tampellan esplanadi 17 A,2020,block_of_flats,False,24.50
SAVONLINNA,Nätki,2,459.00,Telakkatie 2 C,1976,block_of_flats,False,43.00
LAHTI,Liipola,3,751.00,Jyrkänkatu 5 A,1978,block_of_flats,False,79.00
VANTAA,Tikkurila,2,999.00,Neilikkatie 15 B,1999,block_of_flats,False,48.50
TURKU,Martti,2,805.00,Laivurinkatu 2 A,1997,block_of_flats,False,50.00
ESPOO,Kilo,2,890.00,PUISTOPIHA 2 C,1998,block_of_flats,False,52.00
TAMPERE,Niemenranta,1,631.00,Raamikatu 3 A,,block_of_flats,False,32.00
HELSINKI,Pasila,2,1138.00,Radiokuja 4 A,2018,block_of_flats,False,47.50
TURKU,Vähäheikkilä,2,805.00,Vähäheikkiläntie 37 A,2022,block_of_flats,False,41.50
HELSINKI,Lauttasaari,3,1591.00,Lauttasaarentie 52 B,2017,block_of_flats,False,68.50
HELSINKI,Kuninkaantammi,1,764.00,Temperankatu 2 A,2019,block_of_flats,False,29.50
KLAUKKALA,Klaukkala,2,777.00,Tilankuja 8 B,2015,block_of_flats,False,45.50
JÄRVENPÄÄ,Lepola,2,968.00,Tähkä 1 A,2014,block_of_flats,False,56.50
JÄRVENPÄÄ,Pajala,1,650.00,Valimokuja 4 as,2017,block_of_flats,False,30.50
TURKU,Kakolanmäki,2,780.00,Kakolankatu 5 B,2018,block_of_flats,False,47.50
OULU,Keskusta,2,735.00,Hallituskatu 25 B,1958,block_of_flats,False,57.00
HELSINKI,Etelä-Haaga,1,880.00,Kauppalantie 23 B,1960,block_of_flats,False,39.00
ESPOO,Sepänkylä,3,1165.00,Peuraniitty 1 E,2021,block_of_flats,False,66.00
ESPOO,Espoon keskus,2,820.00,Segersveninkatu 6 A,,block_of_flats,False,36.00
ESPOO,Espoon keskus,2,825.00,Segersveninkatu 6 A,,block_of_flats,False,36.00
ESPOO,Espoon keskus,1,680.00,Segersveninkatu 6 A,,block_of_flats,False,26.00
ESPOO,Espoon keskus,3,1115.00,Segersveninkatu 6 B,,block_of_flats,False,54.50
ESPOO,Espoon keskus,2,795.00,Segersveninkatu 6 B,,block_of_flats,False,33.50
ESPOO,Espoon keskus,3,1190.00,Segersveninkatu 6 B,,block_of_flats,False,66.50
ESPOO,Espoon keskus,3,1145.00,Segersveninkatu 6 B,,block_of_flats,False,62.00
ESPOO,Espoon keskus,2,800.00,Segersveninkatu 6 B,,block_of_flats,False,33.50
ESPOO,Espoon keskus,1,685.00,Segersveninkatu 6 B,,block_of_flats,False,27.00
ESPOO,Espoon keskus,3,1150.00,Segersveninkatu 6 B,,block_of_flats,False,62.00
ESPOO,Espoon keskus,3,1125.00,Segersveninkatu 6 B,,block_of_flats,False,54.50
TAMPERE,Härmälänranta,1,609.00,Siivekkeenkatu 3 B,,block_of_flats,False,29.50
HELSINKI,Kallio,2,1215.00,Neljäs linja 3-5 E,1946,block_of_flats,False,53.80
TAMPERE,Keskusta,1,745.00,Puuvillatehtaankatu 6 A,2023,block_of_flats,False,32.50
KEMI,Keskusta,1,537.00,Sankarikatu 24 as,2000,block_of_flats,False,57.00
ESPOO,Vermonniitty,1,800.00,Perilänniitty 7 C,2018,block_of_flats,False,29.50
ESPOO,Henttaa,3,1110.00,Linda Tannerin kuja 2 D,2022,block_of_flats,False,61.50
VANTAA,Kivistö,3,1140.00,Topaasikuja 9 as,2020,block_of_flats,False,63.00
OULU,Keskusta,3,971.00,Aleksanterinkatu 8 A,1998,block_of_flats,False,71.00
TAMPERE,Hatanpää,2,870.00,Vihilahdenkatu 6 B,1997,block_of_flats,False,51.50
OULU,Limingantulli,1,673.00,Rautatienkatu 74 A,2012,block_of_flats,False,30.50
HELSINKI,Etelä-Haaga,2,1105.00,Paatsamatie 14 B,2023,block_of_flats,False,41.50
HELSINKI,Etelä-Haaga,1,900.00,Paatsamatie 14 B,2023,block_of_flats,False,32.00
HELSINKI,Etelä-Haaga,4,1925.00,Paatsamatie 14 B,2023,block_of_flats,False,80.50
HELSINKI,Etelä-Haaga,2,1035.00,Paatsamatie 14 B,2023,block_of_flats,False,37.50
HELSINKI,Puistola,2,840.00,Tapulikaupungintie 13 A,2000,block_of_flats,False,43.50
ESPOO,Espoonlahti,2,1060.00,Espoonlahdenkatu 10 as,2022,block_of_flats,False,56.50
VANTAA,Tikkurila,2,935.00,Neilikkatie 4 F,,block_of_flats,False,51.00
HELSINKI,Taka-Töölö,3,1713.00,LINNANKOSKENKATU 4 A,1937,block_of_flats,False,71.00
HELSINKI,Taka-Töölö,1,935.00,LINNANKOSKENKATU 4 B,1937,block_of_flats,False,28.00
ESPOO,Sepänkylä,1,740.00,Peuraniitty 1 E,2021,block_of_flats,False,30.50
HELSINKI,Laajasalo,2,960.00,Yliskyläntie 2 A,1996,block_of_flats,False,40.50
VANTAA,Jokiniemi,1,713.00,Maanviljelijänkuja 7 as,2020,block_of_flats,False,27.00
VANTAA,Tikkurila,2,855.00,Hernetie 1 D,2018,block_of_flats,False,40.50
TAMPERE,Härmälänranta,1,634.00,Konttilukinkatu 7 A,2021,block_of_flats,False,31.00
KOKKOLA,Keskusta,2,802.00,Tehtaankatu 20 C,1996,block_of_flats,False,63.00
ESPOO,Kiltakallio,2,825.00,Kiltakallio 13 A,1994,block_of_flats,False,50.00
RAUMA,Keskusta,3,649.00,Nortamonkatu 26 A,1963,block_of_flats,False,66.50
KUOPIO,Pirtti,2,599.00,Perunakatu 5 B,1993,block_of_flats,False,43.50
TAMPERE,Keskusta,2,960.00,Puuvillatehtaankatu 6 A,2023,block_of_flats,False,44.00
KAJAANI,Teppana,2,599.00,Uitontie 10 E,1975,block_of_flats,False,47.50
VANTAA,Pakkala,3,1064.00,Väinö Tannerin tie 15 B,2008,block_of_flats,False,62.50
JÄRVENPÄÄ,Lepola,2,789.00,Vakka 2 D,2015,block_of_flats,False,41.50
OULU,Myllytulli,2,707.00,Nahkatehtaankatu 10 C,1996,block_of_flats,False,46.50
HELSINKI,Vallila,2,1264.00,Aleksis Kiven katu 11 a C,1990,block_of_flats,False,57.50
MIKKELI,Graani,2,820.00,Graanintie 27 A,2016,block_of_flats,False,50.50
VANTAA,Hakunila,3,954.00,Kaskelantie 27 A,2020,block_of_flats,False,53.50
VANTAA,Pähkinärinne,2,855.00,Lehtikallio 6 B,2015,block_of_flats,False,53.50
KERAVA,Jaakkola,2,825.00,Palopellonkatu 6 D,2022,block_of_flats,False,50.00
LAHTI,Malski,1,581.00,Panimokatu 4 A,2017,block_of_flats,False,25.50
HELSINKI,Pasila,1,848.00,Postiljooninkatu 17 A,2020,block_of_flats,False,30.00
KLAUKKALA,Klaukkala,2,719.00,Tilankuja 8 A,2015,block_of_flats,False,43.50
JYVÄSKYLÄ,Kuokkalanpelto,2,785.00,Tahvosentie 32 A,2011,block_of_flats,False,52.00
LAHTI,Jalkaranta,2,670.00,Kiikkulankatu 7 C,1971,block_of_flats,False,58.50
ESPOO,Tapiola,3,1264.00,Tietäjäntie 11 B,1978,block_of_flats,False,61.50
ESPOO,Espoonlahti,1,734.00,Espoonlahdenkatu 10 as,2022,block_of_flats,False,27.50
ESPOO,Espoonlahti,2,890.00,Espoonlahdenkatu 14 B,2023,block_of_flats,False,38.00
VANTAA,Veromies,3,1125.00,Perintötie 3 G,2021,block_of_flats,False,61.50
JYVÄSKYLÄ,Kortepohja,2,650.00,Wilhelm Schildtin katu 12 A,1997,block_of_flats,False,37.00
VANTAA,Kivistö,1,711.00,Topaasikuja 9 as,2020,block_of_flats,False,32.00
VANTAA,Kaivoksela,2,875.00,Aapramintie 8 B,2016,block_of_flats,False,48.00
HÄMEENLINNA,Keskusta,2,808.00,Kaivokatu 3 A,2014,block_of_flats,False,53.00
SARVVIK,Sarfvik,2,837.00,Kiurunkannuksentie 1 A,2016,block_of_flats,False,47.00
HELSINKI,Pitäjänmäki,3,1409.00,KOKKOKALLIONTIE 3 F,1974,block_of_flats,False,83.50
VANTAA,Martinlaakso,2,898.00,Kukintie 2 B,2018,block_of_flats,False,47.00
VANTAA,Pähkinärinne,2,830.00,Lammasrinne 2 A,2020,block_of_flats,False,37.50
HELSINKI,Viikki,2,1153.00,Viikinportti 2 E,2011,block_of_flats,False,59.00
OULU,Etu-Lyötty,1,595.00,Arkistokatu 4 C,2023,block_of_flats,False,28.00
ESPOO,Espoonlahti,2,910.00,Espoonlahdenkatu 10 as,2022,block_of_flats,False,37.00
TURKU,Linnanfältti,2,705.00,Raitiokuja 3 B,2018,block_of_flats,False,38.00
KUOPIO,Puijonlaakso,2,897.00,Taivaanpankontie 10 H B,2016,block_of_flats,False,54.50
JOENSUU,Niinivaara,2,850.00,Tikkamäentie 4 A,1953,block_of_flats,False,63.50
TURKU,Martti,2,805.00,Itäinen Rantakatu 64 A,1999,block_of_flats,False,50.50
VANTAA,Veromies,1,660.00,Perintötie 4c A,2022,block_of_flats,False,28.00
ESPOO,Espoonlahti,1,770.00,Espoonlahdenkatu 10 as,2022,block_of_flats,False,27.50
SÖDERKULLA,Söderkulla,2,775.00,Graniittitie 25 A,2021,block_of_flats,False,42.50
HELSINKI,Hakaniemi,2,1113.00,Näkinkuja 4 B,1991,block_of_flats,False,44.50
JYVÄSKYLÄ,Kivistö,2,660.00,Tavintie 9 L,1975,block_of_flats,False,51.00
HELSINKI,Lauttasaari,3,1783.00,Vattuniemenkuja 8 A,2011,block_of_flats,False,79.50
HELSINKI,Aurinkolahti,2,1180.00,Jauhajankuja 1 B,2015,block_of_flats,False,61.00
VANTAA,Hakunila,1,695.00,Kaskelantie 27 B,2020,block_of_flats,False,30.50
OULU,Keskusta,1,774.00,Koulukatu 32 D,1910,block_of_flats,False,47.00
TAMPERE,Santalahti,1,526.00,Paperitehtaanraitti 13 B,2020,block_of_flats,False,22.00
LOHJA,Virkkala,2,666.00,Riikuntie 5 C,1974,block_of_flats,False,61.00
JÄRVENPÄÄ,Pajala,2,925.00,Valimokuja 2 A,2017,block_of_flats,False,49.50
ESPOO,Leppävaara,3,1409.00,Vallikatu 15 A,2015,block_of_flats,False,71.50
VAASA,Korkeamäki,2,655.00,Karhuntie 8 as,1967,block_of_flats,False,61.00
JOENSUU,Penttilä,2,680.00,Mäntyläntie 2 C,1969,block_of_flats,False,51.50
KERAVA,Jaakkola,1,660.00,Palopellonkatu 8 B,2021,block_of_flats,False,28.00
LOVIISA,Määrlahti,2,601.00,Ramsayntie 5 B,1973,block_of_flats,False,59.50
KAJAANI,Teppana,2,682.00,Uitontie 12 B,1980,block_of_flats,False,60.00
IMATRA,Mansikkala,3,757.00,Kauppakatu 6 A,1979,block_of_flats,False,78.50
TAMPERE,Nekala,3,936.00,Koskuentie 22 D,2018,loft_house,False,53.00
KUOPIO,Rypysuo,2,640.00,Rypysuontie 63 B,1976,block_of_flats,False,58.50
JYVÄSKYLÄ,Kuokkala,2,750.00,Tanhukaari 3 A,2014,block_of_flats,False,46.00
VANTAA,Tikkurila,3,1167.00,Vernissakatu 5 B,2002,block_of_flats,False,58.50
OULU,Keskusta,2,735.00,Hallituskatu 25 A,1958,block_of_flats,False,57.50
ESPOO,Niittykumpu,2,1000.00,Malmiportti 4 C,2010,block_of_flats,False,57.00
LOHJA,Virkkala,2,662.00,Riikuntie 5 A,1974,block_of_flats,False,61.50
KOTKA,Hovinsaari,1,435.00,Ruununmaankatu 8 A,1988,block_of_flats,False,32.00
HELSINKI,Herttoniemi,3,1354.00,Suunnittelijankatu 4 A,2021,block_of_flats,False,64.00
HELSINKI,Herttoniemi,1,924.00,Suunnittelijankatu 4 A,2021,block_of_flats,False,34.50
TURKU,Kupittaa,1,700.00,Vanha Littoistentie 12 A,2018,block_of_flats,False,34.50
TURKU,Vähäheikkilä,3,1167.00,Vähäheikkiläntie 37 A,2022,block_of_flats,False,72.00
VANTAA,Kartanonkoski,2,1058.00,Lähettilääntie 1 C,2005,block_of_flats,False,52.50
ESPOO,Vermonniitty,1,840.00,Perilänniitty 3 B,2020,block_of_flats,False,33.00
HELSINKI,Kannelmäki,3,1216.00,Vanhaistentie 1 c A,2022,block_of_flats,False,52.00
HELSINKI,Yliskylä,3,1425.00,Yliskylän puistokatu 7 A,2021,block_of_flats,False,65.50
VANTAA,Myyrmäki,2,1056.00,Kilterinrinne 5 B,2011,block_of_flats,False,56.00
HELSINKI,Sörnäinen,1,853.00,Lintulahdenkatu 6 A,2011,block_of_flats,False,32.00
ESPOO,Pohjois-Leppävaara,2,856.00,Muurarinkuja 1 D,1989,block_of_flats,False,46.50
HELSINKI,Taka-Töölö,2,1264.00,Topeliuksenkatu 41a A,2019,block_of_flats,False,53.50
ESPOO,Espoonlahti,2,870.00,Espoonlahdenkatu 10 as,2022,block_of_flats,False,36.00
ESPOO,Espoonlahti,2,890.00,Espoonlahdenkatu 14 A,2023,block_of_flats,False,39.50
HELSINKI,Aurinkolahti,1,775.00,Vuotie 49b A,2022,block_of_flats,False,31.50
ESPOO,Espoonlahti,3,1380.00,Maakravunkuja 2 as,2023,block_of_flats,False,64.00
HELSINKI,Herttoniemi,3,1357.00,Insinöörinkatu 4 C 0,2021,block_of_flats,False,64.50
VANTAA,Korso,2,870.00,Merikotkankuja 3 A,2018,block_of_flats,False,49.50
TURKU,Iso-Heikkilä,2,825.00,Kanslerintie 15 D,2018,block_of_flats,False,50.00
TURKU,Martti,1,672.00,Kaasukellonaukio 6 A,2015,block_of_flats,False,33.50
TURKU,Martti,2,786.00,Kaasukellonaukio 6 A,2015,block_of_flats,False,40.50
ESPOO,Matinkylä,1,745.00,Pyyntitie 1 A,2018,block_of_flats,False,30.00
ESPOO,Matinkylä,1,795.00,Pyyntitie 1 A,2018,block_of_flats,False,30.50
ESPOO,Matinkylä,2,950.00,Pyyntitie 1 A,2018,block_of_flats,False,43.00
ESPOO,Matinkylä,2,1014.00,Pyyntitie 1 A,2018,block_of_flats,False,48.00
VANTAA,Viertola,2,890.00,Viertolankuja 5 B,2015,block_of_flats,False,43.00
LAHTI,Keskusta,1,535.00,Mariankatu 10 D,2021,block_of_flats,False,23.00
ESPOO,Espoonlahti,3,1235.00,Kipparinkatu 4 B,2022,block_of_flats,False,62.50
OULU,Kaijonharju,2,610.00,Tellervontie 3 B,1977,block_of_flats,False,51.50
ESPOO,Espoonlahti,1,761.00,Maakravunkuja 2 as,2023,block_of_flats,False,29.00
LAHTI,Liipola,3,699.00,Pohjoinen Liipolankatu 13-15 D-F F,1980,block_of_flats,False,79.00
TAMPERE,Hervanta,1,626.00,Tieteenkatu 9 A,2020,block_of_flats,False,30.00
HELSINKI,Malminkartano,2,900.00,Juustenintie 4 A,2015,block_of_flats,False,47.00
TURKU,Iso-Heikkilä,2,810.00,Kanslerintie 15 D,2018,block_of_flats,False,50.00
VANTAA,Hämeenkylä,2,1024.00,Kolmikallionkuja 1 D,2015,block_of_flats,False,52.50
LAPPEENRANTA,Skinnarila,2,759.00,Punkkerikatu 9 B,1994,block_of_flats,False,46.00
LAPPEENRANTA,Kariniemi,4,1035.00,Tyrskykatu 6 A,1997,block_of_flats,False,86.00
ESPOO,Kiltakallio,2,860.00,Kiltakallio 13 B,1994,block_of_flats,False,56.50
JYVÄSKYLÄ,Rautpohja,3,830.00,Rautpohjankatu 11 A,1939,block_of_flats,False,64.00
ESPOO,Järvenperä,5,1530.00,Tallimestarintie 23 as,1996,semi_detached_house,False,93.00
HELSINKI,Herttoniemi,2,1036.00,Kerttulinkuja 3 C,1997,block_of_flats,False,48.50
LAHTI,Keskusta,1,618.00,Rauhankatu 2 B,1945,block_of_flats,False,36.00
VANTAA,Tikkurila,2,900.00,Neilikkatie 4 G,2021,block_of_flats,False,39.00
VANTAA,Koivuhaka,2,799.00,Peltolantie 30 B,2018,block_of_flats,False,40.50
TAMPERE,Keskusta,2,910.00,Puuvillatehtaankatu 6 A,2023,block_of_flats,False,42.00
TAMPERE,Keskusta,1,715.00,Puuvillatehtaankatu 6 F,2023,block_of_flats,False,29.50
MIKKELI,Laajalampi,3,627.00,Suksisepäntie 8 B,1979,block_of_flats,False,76.00
HELSINKI,Taka-Töölö,3,1371.00,Topeliuksenkatu 41a A,2019,block_of_flats,False,59.50
ESPOO,Niittykumpu,1,733.00,Vuoritontuntie 3 A,2023,block_of_flats,False,23.00
ESPOO,Niittykumpu,1,737.00,Vuoritontuntie 3 B,2023,block_of_flats,False,23.00
ESPOO,Espoon keskus,4,1300.00,Segersveninkatu 6 B,,block_of_flats,False,72.50
HÄMEENLINNA,Keskusta,2,765.00,Sibeliuksenkatu 3 B,1940,block_of_flats,False,63.50
HÄMEENLINNA,Keskusta,1,533.00,Linnaniemenkatu 1 A,2019,block_of_flats,False,27.00
TURKU,Kirstinpuisto,2,740.00,Nuutintie 7 A,2021,block_of_flats,False,40.00
TAMPERE,Hervanta,1,540.00,Tutkijankatu 8 A,2020,block_of_flats,False,23.00
PORI,Sampola,2,491.00,Annikintie 20 B,1979,block_of_flats,False,60.00
IMATRA,Rajapatsas,3,641.00,Kulmakatu 2 A 0,1976,block_of_flats,False,73.00
OULU,Laanila,2,630.00,Laamannintie 7 A,2001,block_of_flats,False,39.50
JYVÄSKYLÄ,Kuokkala,2,750.00,Tanhukaari 7 A,2014,block_of_flats,False,46.50
ESPOO,Vermonniitty,2,861.00,Kaarlo Sarkian katu 10 C,2020,block_of_flats,False,40.50
ESPOO,Vermonniitty,2,864.00,Kaarlo Sarkian katu 10 D,2020,block_of_flats,False,40.50
ESPOO,Kivenlahti,1,760.00,Marinportti 4 A,2021,block_of_flats,False,33.50
ESPOO,Kivenlahti,2,1040.00,Marinportti 4 A,2021,block_of_flats,False,47.00
KERAVA,Jaakkola,3,995.00,Palopellonkatu 8 B,2021,block_of_flats,False,63.00
HELSINKI,Aurinkolahti,2,895.00,Paahtajankuja 4 A,,block_of_flats,False,37.00
ESPOO,Kivenlahti,2,945.00,Marinportti 4 A,2021,block_of_flats,False,44.00
HELSINKI,Kannelmäki,2,970.00,Vanhaistentie 1 c A,2022,block_of_flats,False,42.50
ESPOO,Kivenlahti,2,935.00,Marinportti 4 A,2021,block_of_flats,False,44.00
ESPOO,Vermonniitty,3,1199.00,Kaarlo Sarkian katu 10 C,2020,block_of_flats,False,60.00
ESPOO,Niittykumpu,3,1320.00,Niittykummuntie 12 D,2022,block_of_flats,False,67.00
JYVÄSKYLÄ,Kuokkalanpelto,2,790.00,Tahvosentie 32 A,2011,block_of_flats,False,52.00
HELSINKI,Kannelmäki,2,990.00,Vanhaistentie 1 c A,2022,block_of_flats,False,44.50
ESPOO,Kivenlahti,2,955.00,Marinportti 4 A,2021,block_of_flats,False,44.00
HELSINKI,Kannelmäki,2,1000.00,Vanhaistentie 1 c A,2022,block_of_flats,False,44.50
LAHTI,Ahtiala,1,419.00,Puolukkapolku 2 A,1976,block_of_flats,False,27.00
ESPOO,Espoonlahti,1,708.00,Kipparinkatu 4 B,2022,block_of_flats,False,28.00
ESPOO,Espoonlahti,1,713.00,Kipparinkatu 4 B,2022,block_of_flats,False,28.50
ESPOO,Espoonlahti,4,1639.00,Kipparinkatu 4 B,2022,block_of_flats,False,87.00
HELSINKI,Aurinkolahti,3,1315.00,Vuotie 49b A,2022,block_of_flats,False,57.50
HELSINKI,Aurinkolahti,4,1760.00,Vuotie 49b A,2022,block_of_flats,False,81.50
HELSINKI,Aurinkolahti,2,1015.00,Vuotie 49b A,2022,block_of_flats,False,40.00
HELSINKI,Aurinkolahti,2,1035.00,Vuotie 49b A,2022,block_of_flats,False,40.50
HELSINKI,Aurinkolahti,4,1800.00,Vuotie 49b A,2022,block_of_flats,False,76.00
HELSINKI,Aurinkolahti,4,1750.00,Vuotie 49b A,2022,block_of_flats,False,81.50
HELSINKI,Aurinkolahti,2,1005.00,Vuotie 49b A,2022,block_of_flats,False,40.50
HELSINKI,Aurinkolahti,4,1755.00,Vuotie 49b A,2022,block_of_flats,False,81.50
HELSINKI,Aurinkolahti,2,1015.00,Vuotie 49b A,2022,block_of_flats,False,40.50
HELSINKI,Aurinkolahti,4,1790.00,Vuotie 49b A,2022,block_of_flats,False,76.00
HELSINKI,Aurinkolahti,2,1090.00,Vuotie 49b A,2022,block_of_flats,False,40.00
HELSINKI,Aurinkolahti,4,1800.00,Vuotie 49b A,2022,block_of_flats,False,76.00
HELSINKI,Malminkartano,2,1032.00,Juustenintie 4 B,2015,block_of_flats,False,57.50
OULU,Laanila,2,748.00,Laamannintie 3 C,2001,block_of_flats,False,57.00
ESPOO,Finnoo,4,1675.00,Syvänsalmenkatu 8 A,2022,block_of_flats,False,86.00
ESPOO,Finnoo,4,1675.00,Syvänsalmenkatu 8 A,2022,block_of_flats,False,86.00
ESPOO,Finnoo,3,1310.00,Syvänsalmenkatu 8 A,2022,block_of_flats,False,66.00
ESPOO,Finnoo,3,1315.00,Syvänsalmenkatu 8 A,2022,block_of_flats,False,66.50
ESPOO,Finnoo,1,790.00,Syvänsalmenkatu 8 A,2022,block_of_flats,False,33.50
ESPOO,Espoonlahti,1,745.00,Espoonlahdenkatu 14 A,2023,block_of_flats,False,29.50
ESPOO,Espoonlahti,1,785.00,Espoonlahdenkatu 14 B,2023,block_of_flats,False,34.00
HELSINKI,Maunula,2,961.00,RAJAMETSÄNTIE 35 A,1962,block_of_flats,False,51.50
ESPOO,Henttaa,1,699.00,Linda Tannerin kuja 2 E,2022,block_of_flats,False,26.50
VANTAA,Hakunila,3,941.00,Kaskelantie 12 A,2022,block_of_flats,False,56.00
ESPOO,Espoonlahti,2,875.00,Espoonlahdenkatu 14 A,2023,block_of_flats,False,38.50
ESPOO,Espoonlahti,1,740.00,Espoonlahdenkatu 14 B,2023,block_of_flats,False,27.50
ESPOO,Niittykumpu,1,865.00,Niittyportinpolku 2 A,2018,block_of_flats,False,38.50
ESPOO,Saunalahti,2,870.00,Pohjoisviitta 2 A,2023,loft_house,False,45.00
ESPOO,Saunalahti,1,705.00,Pohjoisviitta 2 A,2023,loft_house,False,28.00
ESPOO,Saunalahti,2,935.00,Pohjoisviitta 2 B,2023,loft_house,False,45.00
PORI,Vähärauma,3,599.00,Paturintie 15 A,1974,block_of_flats,False,73.00
KIRKKONUMMI,Tolsa,3,940.00,Tarutie 10 A,2021,block_of_flats,False,59.00
ESPOO,Saunalahti,2,925.00,Pohjoisviitta 2 A,2023,loft_house,False,45.00
ESPOO,Saunalahti,2,890.00,Pohjoisviitta 2 B,2023,loft_house,False,41.50
ESPOO,Saunalahti,2,905.00,Pohjoisviitta 2 B,2023,loft_house,False,42.00
ESPOO,Saunalahti,1,720.00,Pohjoisviitta 2 C,2023,loft_house,False,28.00
VANTAA,Koivuhaka,3,1235.00,Tikkurilantie 99 A,2015,block_of_flats,False,72.50
ESPOO,Saunalahti,3,1060.00,Pohjoisviitta 2 C,2023,loft_house,False,55.50
VANTAA,Pakkala,2,955.00,Antaksentie 7 A,2011,block_of_flats,False,48.00
HELSINKI,Hermanni,2,1129.00,Haukilahdenkuja 13 B,2010,block_of_flats,False,52.00
OULU,Toppila,2,662.00,Paalikatu 18 A,1997,block_of_flats,False,51.00
OULU,Kaukovainio,2,727.00,Tuulihaukantie 9 A,1973,block_of_flats,False,61.50
HELSINKI,Aurinkolahti,1,958.00,Jauhajankuja 1 B,2015,block_of_flats,False,43.50
HELSINKI,Aurinkolahti,1,830.00,Paahtajankuja 4 A,,block_of_flats,False,29.50
KERAVA,Jaakkola,2,790.00,Palopellonkatu 8 B,2021,block_of_flats,False,48.00
KIRKKONUMMI,Tolsa,2,795.00,Tarutie 10 B,2021,block_of_flats,False,42.50
